"Organization Name",Address,"NLRB Case Numbers","Petition File Date","Vote Count Date","Election Yes Votes","Election No Votes","Election Challenged Votes",Percentage,"Store Organizing Status",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Colorado (CO) : Colfax & Milwaukee-Denver - 2946","2975 E Colfax Ave, Denver CO 80206-1604",27-RC-289608,1/27/2022,5/10/2022,13,0,0,100,"6. Joining the Fight To Win (Post-Election Victory)",39.74054,-104.95276,1,rooftop,2975,"E Colfax Ave",,,Denver,CO,"Denver County",80206,US,"Denver (City of Denver Open Data Catalog)"
"Colorado (CO) : Garden of the Gods at Centennial - 6392","4465 Centennial Blvd, Colorado Springs CO 80907-3739",27-RC-293572,4/6/2022,6/8/2022,12,4,2,75,"6. Joining the Fight To Win (Post-Election Victory)",38.896069,-104.849759,1,rooftop,4465,"Centennial Blvd",,,"Colorado Springs",CO,"El Paso County",80907,US,"El Paso"
"Colorado (CO) : Hover & Trade Center Dr - 6638","1087 S Hover St Ste A, Longmont CO 80501-7936",27-RC-341548,5/3/2024,5/16/2024,9,3,,75,"6. Joining the Fight To Win (Post-Election Victory)",40.147288,-105.131343,1,rooftop,1087,"S Hover St",Ste,A,Longmont,CO,"Boulder County",80501,US,"Boulder (Boulder County, CO)"
"Colorado (CO) : Hwy 34 BP & 11th Ave-Greeley - 6919","2604 11th Ave, Greeley CO 80631-8441",27-RC-300862,8/5/2022,9/27/2022,20,1,,95.23809524,"6. Joining the Fight To Win (Post-Election Victory)",40.39448,-104.69652,1,rooftop,2604,"11th Ave",,,Greeley,CO,"Weld County",80631,US,Weld
"Colorado (CO) : University Hills - 5434","2700 S Colorado Blvd, Denver, CO 80222",27-RC-322996,8/2/2023,9/7/2023,15,1,,93.75,"6. Joining the Fight To Win (Post-Election Victory)",39.668478,-104.94068,1,range_interpolation,2700,"S Colorado Blvd",,,Denver,CO,"Denver County",80222,US,"TIGER/Line® dataset from the US Census Bureau"
"Connecticut (CT) : Berkshire Center - 47021 - Danbury CT","67 Newtown Rd, Danbury CT 06810-6272",01-RC-318385,5/19/2023,7/6/2023,18,1,,94.73684211,"6. Joining the Fight To Win (Post-Election Victory)",41.407478,-73.414634,1,rooftop,67,"Newtown Rd",,,Danbury,CT,"Western Connecticut Planning Region",06810,US,"Connecticut Geospatial Information Systems Council"
"Connecticut (CT) : Corbin's Corner - 7740 - West Hartford CT","1449 New Britain Ave Ste B, West Hartford CT 06110-1684",01-RC-293992,4/12/2022,6/9/2022,13,3,0,81.25,"6. Joining the Fight To Win (Post-Election Victory)",41.726311,-72.759411,1,range_interpolation,1449,"New Britain Ave",Ste,B,"West Hartford",CT,"Capitol Planning Region",06110,US,"TIGER/Line® dataset from the US Census Bureau"
"Connecticut (CT) : Vernon - 27448 - Vernon CT","135 Talcottville Rd, Vernon CT 06066-4703",01-RC-295710,5/12/2022,7/14/2022,13,1,1,92.85714286,"6. Joining the Fight To Win (Post-Election Victory)",41.83243,-72.493678,1,range_interpolation,135,"Talcottville Rd",,,"Vernon Rockville",CT,"Capitol Planning Region",06066,US,"TIGER/Line® dataset from the US Census Bureau"
"District of Columbia (DC) : 1429 P Street - 7845","1429 P St NW, Washington DC 20005-1907",05-RC-301836,8/12/2022,9/30/2022,10,6,0,62.5,"6. Joining the Fight To Win (Post-Election Victory)",38.909858,-77.033091,1,rooftop,1429,"P St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"District of Columbia (DC) : Chevy Chase Circle - 715","5500 Connecticut Ave NW, Washington DC 20015-2602",05-RC-320922,6/30/2023,8/16/2023,13,9,,59.09090909,"6. Joining the Fight To Win (Post-Election Victory)",38.963276,-77.074971,1,rooftop,5500,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"Florida (FL) : 1703 W Tennessee - 8804","1703 W Tennessee St, Tallahassee FL 32304-3436",12-RC-290700,2/16/2022,5/25/2022,4,3,1,57.14285714,"6. Joining the Fight To Win (Post-Election Victory)",30.448699,-84.3097,1,rooftop,1703,"W Tennessee St",,,Tallahassee,FL,"Leon County",32304,US,Leon
"Florida (FL) : 1980 San Marco Boulevard - 8395","1980 San Marco Blvd, Jacksonville FL 32207-3212",12-RC-291207,2/24/2022,5/10/2022,8,1,0,88.88888889,"6. Joining the Fight To Win (Post-Election Victory)",30.303959,-81.654844,1,rooftop,1980,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"Florida (FL) : 52 Curtiss Pkwy - 11715","52 Curtiss Pkwy, Miami Springs FL 33166-5219",12-RC-292183,3/14/2022,5/10/2022,10,3,0,76.92307692,"6. Joining the Fight To Win (Post-Election Victory)",25.821822,-80.281346,1,rooftop,52,"Curtiss Pkwy",,,"Miami Springs",FL,"Miami-Dade County",33166,US,"Miami Dade (Public Domain Miami-Dade County)"
"Florida (FL) : 9055 S. Dixie Highway - 8470","9055 S Dixie Hwy, Pinecrest FL 33156-1600",12-RC-343663,6/4/2024,6/18/2024,12,1,,92.30769231,"6. Joining the Fight To Win (Post-Election Victory)",25.68633,-80.310494,1,rooftop,9055,"S Dixie Hwy",,,Pinecrest,FL,"Miami-Dade County",33156,US,"Miami Dade (Public Domain Miami-Dade County)"
"Florida (FL) : Mitchell Hammock & City Plaza - 26676","305 E Mitchell Hammock Rd, Oviedo FL 32765-4702",12-RC-292836,3/24/2022,6/9/2022,24,6,0,80,"6. Joining the Fight To Win (Post-Election Victory)",28.656363,-81.203816,1,rooftop,305,"E Mitchell Hammock Rd",,,Oviedo,FL,"Seminole County",32765,US,Seminole
"Florida (FL) : N. Dale Mabry & Linebaugh - 15732","10002 N Dale Mabry Hwy, Tampa FL 33618-4410",12-RC-341312,5/1/2024,5/14/2024,13,5,,72.22222222,"6. Joining the Fight To Win (Post-Election Victory)",28.040502,-82.505356,1,rooftop,10002,"N Dale Mabry Hwy",,,Tampa,FL,"Hillsborough County",33618,US,"Hillsborough (Hillsborough County CC BY 4.0)"
"Florida (FL) : N. Monroe & John Knox - 8552","2264 N Monroe St Ste 1, Tallahassee FL 32303-4789",12-RC-288866,1/11/2022,5/3/2022,16,1,0,94.11764706,"6. Joining the Fight To Win (Post-Election Victory)",30.470758,-84.290439,1,rooftop,2264,"N Monroe St",Ste,1,Tallahassee,FL,"Leon County",32303,US,Leon
"Florida (FL) : San Jose Blvd & Ricky Drive - 21922","11441 San Jose Blvd, Jacksonville FL 32223-7234",12-RC-290746,2/16/2022,5/10/2022,10,7,0,58.82352941,"6. Joining the Fight To Win (Post-Election Victory)",30.166535,-81.631699,1,rooftop,11441,"San Jose Blvd",,,Jacksonville,FL,"Duval County",32223,US,Duval
"Florida (FL) : Sunset & 87th - 8267","8660 Sunset Dr, Miami FL 33143-3734",12-RC-334823,1/31/2024,3/7/2024,7,5,,58.33333333,"6. Joining the Fight To Win (Post-Election Victory)",25.705824,-80.333898,1,range_interpolation,8660,"Sunset Dr",,,Miami,FL,"Miami-Dade County",33143,US,"TIGER/Line® dataset from the US Census Bureau"
"Georgia (GA) : Ansley Mall - 8358","1544 Piedmont Ave NE Ste 232, Atlanta GA 30324-5018",10-RC-294986,5/2/2022,6/22/2022,11,3,2,78.57142857,"6. Joining the Fight To Win (Post-Election Victory)",33.797895,-84.371017,1,rooftop,1544,"Piedmont Ave NE",Ste,232,Atlanta,GA,"Fulton County",30324,US,"Fulton (Fulton County)"
"Georgia (GA) : Augusta Exchange - 11118","228 Robert C Daniel Jr Pkwy, Augusta GA 30909-0802",10-RC-292010,3/10/2022,4/28/2022,26,5,1,83.87096774,"6. Joining the Fight To Win (Post-Election Victory)",33.48943,-82.079354,1,rooftop,228,"Robert C Daniel Jr Pkwy",,,Augusta,GA,"Richmond County",30909,US,"Richmond County"
"Georgia (GA) : Crabapple Rd & Houze Rd - 10238","12330 Crabapple Rd, Alpharetta GA 30004-6698",10-RC-307050,11/14/2022,1/5/2023,11,10,,52.38095238,"6. Joining the Fight To Win (Post-Election Victory)",34.081948,-84.357941,1,rooftop,12330,"Crabapple Rd",,,Alpharetta,GA,"Fulton County",30004,US,"City of Roswell"
"Georgia (GA) : Holcomb Bridge & Holcomb Woods Pkwy - 8207","1570 Holcomb Bridge Rd Ste 900, Roswell GA 30076-2552",10-RC-345560,7/2/2024,7/16/2024,12,2,,85.71428571,"6. Joining the Fight To Win (Post-Election Victory)",34.019981,-84.314306,1,rooftop,1570,"Holcomb Bridge Rd",Ste,900,Roswell,GA,"Fulton County",30076,US,"City of Roswell"
"Georgia (GA) : I-75 & Howell Mill Rd - 10903","1801 Howell Mill Rd NW, Atlanta GA 30318-0911",10-RC-289571,1/27/2022,6/6/2022,10,1,1,90.90909091,"6. Joining the Fight To Win (Post-Election Victory)",33.803891,-84.412788,1,rooftop,1801,"Howell Mill Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"Fulton (Fulton County)"
"Georgia (GA) : Memorial Dr & Palmetto Dr - 62119","1908 Memorial Dr Ste B, Waycross GA 31501-1070",12-RC-316652,4/21/2023,5/26/2023,12,5,,70.58823529,"6. Joining the Fight To Win (Post-Election Victory)",31.20297,-82.333489,1,rooftop,1908,"Memorial Dr",Ste,B,Waycross,GA,"Ware County",31501,US,Ware
"Georgia (GA) : North Point & Haynes Bridge - 26013","10830 Haynes Bridge Rd, Alpharetta GA 30022-4804",10-RC-345530,7/2/2024,7/15/2024,14,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",34.049538,-84.287113,1,rooftop,10830,"Haynes Bridge Rd",,,Alpharetta,GA,"Fulton County",30022,US,"City of Alpharetta"
"Georgia (GA) : Perimeter Mall - 10481","4400 Ashford Dunwoody Rd NE Ste 1360, Atlanta GA 30346-1520",10-RC-327683,10/11/2023,11/27/2023,10,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",33.923751,-84.340273,0.95,rooftop,4400,"Ashford Dunwoody Rd",Ste,1360,Atlanta,GA,"Dekalb County",30346,US,Dekalb
"Georgia (GA) : Tara Boulevard and Mt Zion - 54772","6564 Tara Blvd, Jonesboro GA 30236-1228",10-RC-325112,9/5/2023,10/11/2023,18,1,,94.73684211,"6. Joining the Fight To Win (Post-Election Victory)",33.575125,-84.37115,1,rooftop,6564,"Tara Blvd",,,Jonesboro,GA,"Clayton County",30236,US,"Clayton (Clayton County)"
"Illinois (IL) : 22nd & Tower - 10778","2407 W 22nd St, Oak Brook IL 60523-4602",13-RC-320303,6/20/2023,8/3/2023,13,3,,81.25,"6. Joining the Fight To Win (Post-Election Victory)",41.845403,-87.977404,1,rooftop,2407,"W 22nd St",,,"Oak Brook",IL,"Dupage County",60523,US,Dupage
"Illinois (IL) : 55th & Woodlawn - Hyde Park - 2827","1174 E 55th St, Chicago, IL 60615",13-RC-288994,1/14/2022,6/7/2022,5,3,1,62.5,"6. Joining the Fight To Win (Post-Election Victory)",41.795266,-87.596791,1,rooftop,1174,"E 55th St",,,Chicago,IL,"Cook County",60615,US,Cook
"Illinois (IL) : 58th & Western - 66370","5807 S Western Ave, Chicago, IL 60636",13-RC-336035,2/20/2024,4/3/2024,12,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",41.788028,-87.683503,1,rooftop,5807,"S Western Ave",,,Chicago,IL,"Cook County",60636,US,Cook
"Illinois (IL) : Armitage & Hoyne - Bucktown - 14256","2101 W Armitage Ave, Chicago IL 60647-4515",13-RC-293064,3/28/2022,6/14/2022,15,1,0,93.75,"6. Joining the Fight To Win (Post-Election Victory)",41.917857,-87.680095,1,range_interpolation,2101,"W Armitage Ave",,,Chicago,IL,"Cook County",60647,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : Broadway & Devon - 19283","6350 N Broadway St, Chicago IL 60660-1402",13-RC-296747,5/31/2022,8/19/2022,12,2,0,85.71428571,"6. Joining the Fight To Win (Post-Election Victory)",41.997898,-87.660938,1,rooftop,6350,"N Broadway St",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
"Illinois (IL) : Chicago & Main - 2444","519 Main St, Evanston IL 60202-1814",13-RC-308203,12/5/2022,1/27/2023,15,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",42.034134,-87.678771,1,rooftop,519,"Main St",,,Evanston,IL,"Cook County",60202,US,"City of Evanston"
"Illinois (IL) : E Main and N Lewis - 59412","1025 E Main St, Carbondale IL 62901-3121",14-RC-296646,5/27/2022,8/11/2022,11,2,,84.61538462,"6. Joining the Fight To Win (Post-Election Victory)",37.728116,-89.200274,1,rooftop,1025,"E Main St",,,Carbondale,IL,"Jackson County",62901,US,Jackson
"Illinois (IL) : Greenmount & I-64 - 14263","1126 Central Park Dr, O Fallon IL 62269-1769",14-RC-335418,2/9/2024,3/20/2024,10,6,,62.5,"6. Joining the Fight To Win (Post-Election Victory)",38.573237,-89.930683,1,rooftop,1126,"Central Park Dr",,,"O Fallon",IL,"St. Clair County",62269,US,"City of Ofallon"
"Illinois (IL) : Halsted & Monroe - Greek Town - 11719","116 S Halsted St, Chicago IL 60661-3508",13-RC-312119,2/14/2023,3/31/2023,15,1,,93.75,"6. Joining the Fight To Win (Post-Election Victory)",41.880044,-87.647611,1,rooftop,116,"S Halsted St",,,Chicago,IL,"Cook County",60661,US,"City of Chicago"
"Illinois (IL) : Irving Park & Ashland - 48615","1601 W Irving Park Rd, Chicago IL 60613-2511",13-RC-303517,9/16/2022,10/25/2022,11,1,0,91.66666667,"6. Joining the Fight To Win (Post-Election Victory)",41.95444,-87.669049,1,range_interpolation,1601,"W Irving Park Rd",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : Lake & Euclid - Oak Park - 13342","711 Lake St, Oak Park IL 60301-1406",13-RC-313923,3/13/2023,4/11/2023,12,1,,92.30769231,"6. Joining the Fight To Win (Post-Election Victory)",41.88846,-87.793302,1,rooftop,711,"Lake St",,,"Oak Park",IL,"Cook County",60301,US,Cook
"Illinois (IL) : Lincoln & Jersey - Lincoln Village - 2929","6075 N Lincoln Ave, Chicago IL 60659-2435",13-RC-296481,5/26/2022,8/3/2022,4,3,0,57.14285714,"6. Joining the Fight To Win (Post-Election Victory)",41.993088,-87.711326,1,rooftop,6075,"N Lincoln Ave",,,Chicago,IL,"Cook County",60659,US,Cook
"Illinois (IL) : Northwest Hwy & Feinberg Dr - 29259","620 Northwest Hwy, Cary IL 60013-2073",25-RC-290609,2/14/2022,4/26/2022,17,4,3,80.95238095,"6. Joining the Fight To Win (Post-Election Victory)",42.21741,-88.253859,1,rooftop,620,"W Northwest Hwy",,,Cary,IL,"McHenry County",60013,US,Mchenry
"Illinois (IL) : Old Orchard Mall - 2260","4999 Old Orchard Ctr Spc E-46, Skokie IL 60077-1450",13-RC-308567,12/9/2022,1/19/2023,10,6,,62.5,"6. Joining the Fight To Win (Post-Election Victory)",42.060894,-87.748247,0.95,rooftop,4999,"Old Orchard Rd",Space,"E 46",Skokie,IL,"Cook County",60077,US,Cook
"Illinois (IL) : Pekin-Court & Veterans - 10592","3442 Court St, Pekin IL 61554-6235",25-RC-338139,3/19/2024,4/26/2024,14,2,,87.5,"6. Joining the Fight To Win (Post-Election Victory)",40.542571,-89.597377,1,range_interpolation,3442,"Court St",,,Pekin,IL,"Tazewell County",61554,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : Peoria-University & Main - 8919","1200 W Main St, Peoria IL 61606-1200",25-RC-290625,2/14/2022,4/26/2022,9,2,0,81.81818182,"6. Joining the Fight To Win (Post-Election Victory)",40.698518,-89.611205,1,rooftop,1200,"W Main St",,,Peoria,IL,"Peoria County",61606,US,Peoria
"Illinois (IL) : Ridge & Clark - 47361","5964 N Ridge Ave, Chicago, IL 60660",13-RC-293883,4/12/2022,5/25/2022,20,3,1,86.95652174,"6. Joining the Fight To Win (Post-Election Victory)",41.989961,-87.6711,1,rooftop,5964,"N Ridge Ave",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
"Illinois (IL) : Rockford IL - 10368 - North Perryville & Olde Creek","3001 N Perryville Rd, Rockford IL 61114-8016",25-RC-295476,5/9/2022,7/21/2022,16,2,0,88.88888889,"6. Joining the Fight To Win (Post-Election Victory)",42.305068,-88.978607,1,rooftop,3001,"N Perryville Rd",,,Rockford,IL,"Winnebago County",61114,US,Winnebago
"Illinois (IL) : Route 25 & Lake Marian - 55261","78 S Kennedy Dr, Carpentersville IL 60110-2242",13-RC-317925,5/12/2023,6/22/2023,16,1,,94.11764706,"6. Joining the Fight To Win (Post-Election Victory)",42.119121,-88.257738,0.9,range_interpolation,78,"S Kennedy Dr",,,Carpentersville,IL,"Kane County",60110,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : Sherman & Clark - Evanston - 243","1734 Sherman Ave, Evanston IL 60201-3713",13-RC-317327,5/3/2023,6/9/2023,12,4,,75,"6. Joining the Fight To Win (Post-Election Victory)",42.049704,-87.682045,1,rooftop,1734,"Sherman Ave",,,Evanston,IL,"Cook County",60201,US,"City of Evanston"
"Illinois (IL) : Urbana-Main & Vine - 10636","102 N Vine St, Urbana, IL 61802",25-RC-315461,4/4/2023,5/16/2023,19,1,,95,"6. Joining the Fight To Win (Post-Election Victory)",40.112849,-88.204608,1,rooftop,102,"N Vine St",,,Urbana,IL,"Champaign County",61802,US,Champaign
"Illinois (IL) : Willow & Pfingsten - 247","2760 Willow Rd, Glenview IL 60025-7623",13-RC-305812,10/24/2022,12/6/2022,18,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",42.105436,-87.789233,0.7,street_center,,"Willow Rd",,,Glenview,IL,"Cook County",60025,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : York & Industrial - 23619","624 N York St Ste A, Elmhurst IL 60126-1636",13-RC-303877,9/22/2022,12/5/2022,18,5,,78.26086957,"6. Joining the Fight To Win (Post-Election Victory)",41.918468,-87.940264,1,rooftop,624,"N York St",Ste,A,Elmhurst,IL,"Dupage County",60126,US,Dupage
"Indiana (IN) : 3rd St & 46 Bypass - 8691 - Bloomington IN","115 S State Road 46, Bloomington IN 47408-4435",25-RC-321010,6/27/2023,8/8/2023,14,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",39.165778,-86.498211,1,rooftop,115,"S State Road 46",,,Bloomington,IN,"Monroe County",47408,US,"City of Bloomington"
"Indiana (IN) : Clarksville - Veterans Pkwy & I-65 - 28174","1231 Veterans Pkwy, Clarksville IN 47129-2400",09-RC-296739,5/31/2022,7/29/2022,14,1,0,93.33333333,"6. Joining the Fight To Win (Post-Election Victory)",38.328746,-85.760695,1,rooftop,1231,"Veterans Pkwy",,,Clarksville,IN,"Clark County",47129,US,"Address Points of Indiana: Address Points Maintained by Local Government Agencies in Indiana, (Indiana Geographic Information Office, File Geodatabase, Point Feature Class)"
"Indiana (IN) : Indiana Ave - 2387","110 S Indiana Ave, Bloomington IN 47408-4043",25-RC-343662,6/4/2024,6/18/2024,15,1,,93.75,"6. Joining the Fight To Win (Post-Election Victory)",39.166098,-86.52714,1,rooftop,110,"S Indiana Ave",,,Bloomington,IN,"Monroe County",47408,US,"City of Bloomington"
"Indiana (IN) : Mass. Ave. - 2551","430 Massachusetts Ave, Indianapolis IN 46204-1528",25-RC-345564,7/2/2024,7/17/2024,13,3,,81.25,"6. Joining the Fight To Win (Post-Election Victory)",39.773412,-86.151904,1,rooftop,430,"Massachusetts Ave",,,Indianapolis,IN,"Marion County",46204,US,"Marion County"
"Indiana (IN) : Plainfield Commons - 2656","2671 E Main St, Plainfield IN 46168-2710",25-RC-330082,11/15/2023,1/5/2024,12,5,,70.58823529,"6. Joining the Fight To Win (Post-Election Victory)",39.717901,-86.355747,1,rooftop,2671,"E Main St",,,Plainfield,IN,"Hendricks County",46168,US,"Address Points of Indiana: Address Points Maintained by Local Government Agencies in Indiana, (Indiana Geographic Information Office, File Geodatabase, Point Feature Class)"
"Indiana (IN) : SR-267 & I-70 - 63101","5050 Cambridge Way, Plainfield IN 46168-7910",25-RC-329989,11/14/2023,1/4/2024,10,3,,76.92307692,"6. Joining the Fight To Win (Post-Election Victory)",39.676972,-86.37035,1,rooftop,5050,"Cambridge Way",,,Plainfield,IN,"Hendricks County",46168,US,"Hendricks County"
"Indiana (IN) : Valparaiso, IN-LaPorte & Silhavy - 2732","2310 Laporte Ave Ste 900, Valparaiso IN 46383-6990",25-RC-310353,1/17/2023,2/17/2023,16,5,,76.19047619,"6. Joining the Fight To Win (Post-Election Victory)",41.467246,-87.032404,1,rooftop,2310,"Laporte Ave",Ste,900,Valparaiso,IN,"Porter County",46383,US,Porter
"Iowa (IA) : Burlington & Clinton - 2855 - Iowa City IA","228 S Clinton St, Iowa City IA 52240-4028",18-RC-314910,3/27/2023,5/11/2023,25,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",41.658199,-91.534376,1,rooftop,228,"S Clinton St",,,"Iowa City",IA,"Johnson County",52240,US,Johnson
"Iowa (IA) : Davenport - 53rd & Elmore - 13972","3120 E 53rd St, Davenport IA 52807-3014",25-RC-341335,5/1/2024,5/14/2024,16,1,,94.11764706,"6. Joining the Fight To Win (Post-Election Victory)",41.575322,-90.527916,1,rooftop,3120,"E 53rd St",,,Davenport,IA,"Scott County",52807,US,"Statewide IA"
"Kansas (KS) : 23rd & Ousdahl - 29089","1731 W 23rd St, Lawrence, KS 66046",14-RC-293092,3/28/2022,6/7/2022,19,3,1,86.36363636,"6. Joining the Fight To Win (Post-Election Victory)",38.942398,-95.256223,1,rooftop,1731,"W 23rd St",,,Lawrence,KS,"Douglas County",66046,US,"City of Lawrence"
"Kansas (KS) : Overland Park - 75th & I35 - 20346","10201 W 75th St, Overland Park KS 66204-2225",14-RC-289926,2/2/2022,3/11/2024,14,0,0,100,"6. Joining the Fight To Win (Post-Election Victory)",38.992728,-94.703694,1,rooftop,10201,"W 75th St",,,"Overland Park",KS,"Johnson County",66204,US,"City of Olathe"
"Kentucky (KY) : 1000 Baxter Ave. Center - 2487","972 Baxter Ave, Louisville KY 40204-2064",09-RC-307565,11/21/2022,1/11/2023,14,4,,77.77777778,"6. Joining the Fight To Win (Post-Election Victory)",38.239955,-85.72449,1,rooftop,972,"Baxter Ave",,,Louisville,KY,"Jefferson County",40204,US,"Metro Louisville,  LOJIC partners"
"Kentucky (KY) : Bardstown & Heather - 9982","3401 Bardstown Rd, Louisville KY 40218-4607",09-RC-297936,6/21/2022,8/19/2022,10,7,1,58.82352941,"6. Joining the Fight To Win (Post-Election Victory)",38.205661,-85.666165,1,rooftop,3401,"Bardstown Rd",,,Louisville,KY,"Jefferson County",40218,US,"Metro Louisville,  LOJIC partners"
"Kentucky (KY) : Central & 3rd - 11181","3103 S 3rd St, Louisville KY 40214-1707",09-RC-314556,3/22/2023,5/10/2023,21,5,,80.76923077,"6. Joining the Fight To Win (Post-Election Victory)",38.204309,-85.763578,1,rooftop,3103,"S 3rd St",,,Louisville,KY,"Jefferson County",40214,US,"Metro Louisville,  LOJIC partners"
"Kentucky (KY) : Dixie Hwy & Ring Rd - 56306","1703 N Dixie Ave, Elizabethtown KY 42701-7499",09-RC-314592,3/22/2023,5/16/2023,13,11,2,54.16666667,"6. Joining the Fight To Win (Post-Election Victory)",37.733059,-85.885893,1,rooftop,1703,"N Dixie Ave",,,Elizabethtown,KY,"Hardin County",42701,US,"Statewide KY"
"Kentucky (KY) : Holiday Manor - 2663","4942 US Highway 42, Louisville KY 40222-6369",09-RC-345649,7/3/2024,7/22/2024,18,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",38.283747,-85.63249,1,range_interpolation,4942,US-42,,,Louisville,KY,"Jefferson County",40222,US,"TIGER/Line® dataset from the US Census Bureau"
"Kentucky (KY) : I-65 & Mulberry - Elizabethtown - 29090","111 The Loop, Elizabethtown KY 42701-7517",09-RC-317136,5/1/2023,6/12/2023,20,1,,95.23809524,"6. Joining the Fight To Win (Post-Election Victory)",37.684807,-85.878391,0.5,place,,,,,Elizabethtown,KY,"Hardin County",42701,US,"TIGER/Line® dataset from the US Census Bureau"
"Kentucky (KY) : LaGrange and Factory - 23154","12911 Factory Ln, Louisville KY 40245-2001",09-RC-292370,3/16/2022,5/26/2022,19,5,2,79.16666667,"6. Joining the Fight To Win (Post-Election Victory)",38.289183,-85.51081,1,rooftop,12911,"Factory Ln",,,Louisville,KY,"Jefferson County",40245,US,"Metro Louisville,  LOJIC partners"
"Louisiana (LA) : 7700 Maple Street - 6285","7700 Maple St, New Orleans LA 70118-3959",15-RC-294263,4/19/2022,6/4/2022,11,1,2,91.66666667,"6. Joining the Fight To Win (Post-Election Victory)",29.941812,-90.129724,1,rooftop,7700,"Maple St",,,"New Orleans",LA,"Orleans Parish",70118,US,"Orleans Parish"
"Louisiana (LA) : Jefferson Hwy & Upstream St - 13253","9301 Jefferson Hwy, River Ridge LA 70123-2805",15-RC-341911,5/10/2024,5/23/2024,8,5,,61.53846154,"6. Joining the Fight To Win (Post-Election Victory)",29.951522,-90.214025,1,rooftop,9301,"Jefferson Hwy",,,"New Orleans",LA,"Jefferson Parish",70123,US,"Jefferson Parish"
"Louisiana (LA) : Poydras & St Charles - 27890","601 Poydras St, New Orleans LA 70130-6029",15-RC-316220,4/14/2023,5/22/2023,11,5,,68.75,"6. Joining the Fight To Win (Post-Election Victory)",29.94988,-90.069869,1,rooftop,601,"Poydras St",,,"New Orleans",LA,"Orleans Parish",70130,US,"Orleans Parish"
