"Organization Name",Address,"Petition File Date","Vote Count Date",Notes,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Massachusetts (MA) : Kendall Square - 8742 - MA","120 Broadway 6, Cambridge, MA 02142",2/17/2022,6/30/2022,,42.364006,-71.088076,1,rooftop,120,Broadway,,6,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
"Washington (WA) : Madison Park - 3702 - Seattle WA","4000 E Madison St, Seattle WA 98112-3160",5/2/2022,6/30/2022,,47.634121,-122.28079,1,rooftop,4000,"E Madison St",,,Seattle,WA,"King County",98112,US,"City of Seattle"
"New York (NY) : NYNJJB : 31st St & Ditmars Blvd- Astoria - 7555","2228 31st St, Astoria NY 11105-2714",4/14/2022,6/30/2022,,40.775625,-73.911601,1,rooftop,22-28,"31st St",,,Astoria,NY,"Queens County",11105,US,"City of New York"
"Texas (TX) : Rayzor Ranch - 16766","2320 W University Dr, Denton TX 76201-1650",4/5/2022,6/30/2022,,33.230511,-97.162124,1,rooftop,2320,"W University Dr",,,Denton,TX,"Denton County",76201,US,Denton
"Ohio (OH) : Westerville - 2376 - Westerville OH","533 S State St, Westerville OH 43081-2940",4/14/2022,6/29/2022,,40.111968,-82.926975,1,rooftop,533,"S State St",,,Westerville,OH,"Franklin County",43081,US,"City of Columbus"
"Washington (WA) : 4147 University Way Avenue - 7941 - Seattle WA","4147 University Way NE, Seattle WA 98105-6213",4/26/2022,6/28/2022,,47.658181,-122.313662,1,rooftop,4147,"University Way NE",,,Seattle,WA,"King County",98105,US,"City of Seattle"
"Oregon (OR) : Oregon Trail - Gresham - 3405","2233 NE Burnside Rd, Gresham OR 97030-8057",4/22/2022,6/28/2022,,45.498227,-122.409557,1,rooftop,2233,"NE Burnside Rd",,,Gresham,OR,"Multnomah County",97030,US,"City of Gresham"
"Pennsylvania (PA) : PA JB : Pittsburgh PA - 2900 - Craig Street/Oakland","425 S Craig St, Pittsburgh PA 15213-3708",3/23/2022,6/28/2022,,40.444604,-79.94856,1,rooftop,425,"S Craig St",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"Virginia (VA) : Cascade Marketplace - 717","21021 Southbank St, Sterling VA 20165-7228",5/24/2022,6/28/2022,,39.034419,-77.398182,1,rooftop,21021,"Southbank St",,,Sterling,VA,"Loudoun County",20165,US,Loudoun
"Virginia (VA) : The Bridges Roanoke - 22002","8 Old Whitmore Ave SE, Roanoke VA 24016-1212",2/14/2022,6/27/2022,,37.256816,-79.941268,1,rooftop,8,"Old Whitmore Ave SE",,,Roanoke,VA,"Roanoke City",24016,US,"Virginia Geographic Information Network (VGIN)"
"Washington (WA) : Iowa & King - 28855 - Bellingham WA","814 Iowa St, Bellingham WA 98225-4247",4/15/2022,6/24/2022,,48.756254,-122.463963,1,rooftop,814,"Iowa St",,,Bellingham,WA,"Whatcom County",98225,US,"City of Bellingham"
"Massachusetts (MA) : Gardner, W. Broadway - 65190 - MA","308 W Broadway Ste 1, Gardner MA 01440-3477",4/21/2022,6/23/2022,,42.561457,-71.991185,1,rooftop,308,"W Broadway",Ste,1,Gardner,MA,"Worcester County",01440,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Ohio (OH) : 4th and Vine - 2208 - Cincinnati OH","401 Vine St, Cincinnati OH 45202-2853",4/12/2022,6/23/2022,,39.100044,-84.512847,1,rooftop,401,"Vine St",,,Cincinnati,OH,"Hamilton County",45202,US,Hamilton
"Oregon (OR) : Kearney Plaza - 3380","1102 NW Lovejoy St, Portland OR 97209-3470",4/19/2022,6/23/2022,"Closed Union Store",45.529939,-122.682578,1,rooftop,1102,"NW Lovejoy St",,,Portland,OR,"Multnomah County",97209,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Minnesota (MN) : Mall of America - First Level - 2705","164 E Broadway Ste E164, Bloomington MN 55425-5511",4/14/2022,6/22/2022,,45.115867,-93.400677,0.89,range_interpolation,164,"E Broadway St",Ste,E164,Osseo,MN,"Hennepin County",55369,US,"TIGER/Line® dataset from the US Census Bureau"
"Georgia (GA) : Ansley Mall - 8358","1544 Piedmont Ave NE Ste 232, Atlanta GA 30324-5018",5/2/2022,6/22/2022,,33.797895,-84.371017,1,rooftop,1544,"Piedmont Ave NE",Ste,232,Atlanta,GA,"Fulton County",30324,US,"Fulton (Fulton County)"
"California (CA) : Southern California : Hwy 111 & Jefferson, La Quinta - 14277","79845 Hwy 111 104, La Quinta, CA 92253",4/11/2022,6/22/2022,,33.706798,-116.27147,1,rooftop,79845,"Hwy 111",,104,"La Quinta",CA,"Riverside County",92253,US,Riverside
"Washington (WA) : Lakewood Crossing - 11661 - Marysville WA","17101 27th Ave NE # A, Marysville WA 98271-4732",4/12/2022,6/21/2022,,48.151224,-122.193316,1,rooftop,17101,"27th Ave NE",#,A,Marysville,WA,"Snohomish County",98271,US,"Snohomish County"
"New York (NY) : NYNJJB : 154 N Seventh St - 22596","154 N 7th St, Brooklyn NY 11249-2910",4/14/2022,6/21/2022,,40.718052,-73.958281,1,rooftop,154,"N 7th St",,,Brooklyn,NY,"Kings County",11249,US,"City of New York"
"Texas (TX) : Houston & St. Mary's - 15287","200 E Houston St, San Antonio TX 78205-1815",3/16/2022,6/21/2022,,29.426341,-98.491205,1,rooftop,200,"E Houston St",,,"San Antonio",TX,"Bexar County",78205,US,"City of San Antonio"
"Pennsylvania (PA) : PJB PA : 12th St & Walnut - 10407","1128 Walnut St, Philadelphia PA 19107-5568",4/13/2022,6/21/2022,,39.94866,-75.160428,0.99,rooftop,1128-30,"Walnut St",,,Philadelphia,PA,"Philadelphia County",19107,US,Philadelphia
"Michigan (MI) : Carpenter Rd. - 13531","3650 Carpenter Rd, Ypsilanti, MI 48197",4/13/2022,6/17/2022,,42.237148,-83.681127,1,rooftop,3650,"Carpenter Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"Missouri (MO) : Hampton and Wise - 63259","1216 Hampton Ave, Saint Louis MO 63139-3149",4/4/2022,6/17/2022,,38.627594,-90.287136,1,rooftop,1216,"Hampton Ave",,,"Saint Louis",MO,"St. Louis City",63139,US,"City of St Louis"
"Wisconsin (WI) : Northland & Richmond - 9379","631 W Northland Ave, Appleton WI 54911-1929",4/13/2022,6/16/2022,,44.286703,-88.414662,1,rooftop,631,"W Northland Ave",,,Appleton,WI,"Outagamie County",54911,US,Outagamie
"Missouri (MO) : Kings & Chippewa - 7945 - St Louis MO","3700 S Kingshighway Blvd, Saint Louis MO 63109-1800",4/4/2022,6/16/2022,,38.593027,-90.272268,1,range_interpolation,3700,"S Kingshighway Blvd",,,"Saint Louis",MO,"St. Louis City",63109,US,"TIGER/Line® dataset from the US Census Bureau"
"California (CA) : Southern California : Downtown Disney Store - 19311","1570 S Disneyland Dr Ste 105, Anaheim CA 92802-2321",3/24/2022,6/16/2022,,33.808537,-117.922108,1,rooftop,1570,"S Disneyland Dr",Ste,105,Anaheim,CA,"Orange County",92802,US,"City of Anaheim"
"Pennsylvania (PA) : PA JB : Eastside - 10521","5932 Penn Cir S, Pittsburgh, PA 15206",4/19/2022,6/16/2022,,40.45885,-79.9283,1,range_interpolation,5932,"Penn Cir S",,,Pittsburgh,PA,"Allegheny County",15206,US,"TIGER/Line® dataset from the US Census Bureau"
"Pennsylvania (PA) : PA JB : Penn Center East - 7284","3464 William Penn Hwy, Pittsburgh PA 15235-5413",4/14/2022,6/16/2022,,40.429474,-79.810278,1,rooftop,3464,"William Penn Hwy",,,Pittsburgh,PA,"Allegheny County",15235,US,Allegheny
"Texas (TX) : 410 & Vance Jackson - 23895","2639 NW Loop 410 Ste 106, San Antonio TX 78230-5172",2/8/2022,6/14/2022,,29.512574,-98.536705,1,rooftop,2639,"NW Loop 410",Ste,106,"San Antonio",TX,"Bexar County",78230,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"Oklahoma (OK) : 36th & May - 14406","3616 N May Ave, Oklahoma City OK 73112-6602",4/4/2022,6/14/2022,,35.507375,-97.565272,1,rooftop,3616,"N May Ave",,,"Oklahoma City",OK,"Oklahoma County",73112,US,"Acog Counties (Oklahoma and Logan Counties - Association of Central Oklahoma Governments)"
"Illinois (IL) : Armitage & Hoyne - Bucktown - 14256","2101 W Armitage Ave, Chicago IL 60647-4515",3/28/2022,6/14/2022,,41.917857,-87.680095,1,range_interpolation,2101,"W Armitage Ave",,,Chicago,IL,"Cook County",60647,US,"TIGER/Line® dataset from the US Census Bureau"
"Missouri (MO) : Lindbergh & Clayton - 7995","1500 S Lindbergh Blvd, Saint Louis MO 63131-3513",3/30/2022,6/13/2022,,38.632503,-90.404846,1,rooftop,1500,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis (CC0)"
"Colorado (CO) : 3rd and Columbine-Cherry Creek - 237","250 Columbine St Ste 160, Denver CO 80206-4759",4/12/2022,6/13/2022,,39.720373,-104.956874,1,rooftop,250,"N Columbine St",Ste,160,Denver,CO,"Denver County",80206,US,"Denver (City of Denver Open Data Catalog)"
"Utah (UT) : Highland Dr and Fort Union Blvd - 50326","7025 S Highland Dr, Cottonwood Heights UT 84121-3772",4/4/2022,6/10/2022,,40.623407,-111.833943,1,rooftop,7025,"S Highland Dr",,,"Salt Lake City",UT,"Salt Lake County",84121,US,"Utah AGRC (and individual UT counties)"
"Texas (TX) : W.24th & Nueces (White House) - 6284","504 W 24th St Ste B, Austin TX 78705-5231",3/11/2022,6/10/2022,,30.287946,-97.742605,1,rooftop,504,"W 24th St",Ste,B,Austin,TX,"Travis County",78705,US,"Capcog (Capital Area Council of Governments)"
"New York (NY) : NYNJJB : Gallery Shopping Center at Westbury - 18012","914 Old Country Rd, Garden City NY 11530-2109",4/14/2022,6/10/2022,,40.7444,-73.603946,1,rooftop,914,"Old Country Rd",,,"Garden City",NY,"Nassau County",11530,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Michigan (MI) : Flint, Miller Road & I-75 - 8874","3243 Miller Rd, Flint, MI 48507",3/9/2022,6/9/2022,,42.988231,-83.74053,1,rooftop,3243,"Miller Rd",,,Flint,MI,"Genesee County",48507,US,Genesee
"Florida (FL) : Mitchell Hammock & City Plaza - 26676","305 E Mitchell Hammock Rd, Oviedo FL 32765-4702",3/24/2022,6/9/2022,,28.656363,-81.203816,1,rooftop,305,"E Mitchell Hammock Rd",,,Oviedo,FL,"Seminole County",32765,US,Seminole
"Michigan (MI) : Grand River & Stoddard - 11517","1141 E Grand River Ave, East Lansing MI 48823-4659",3/9/2022,6/9/2022,,42.731216,-84.467372,1,rooftop,1141,"E Grand River Ave",,,"East Lansing",MI,"Ingham County",48823,US,"City of East Lansing"
"California (CA) : Southern California : Katella & Anaheim - 54260","131 E Katella Ave Ste 10, Anaheim CA 92802-3700",3/24/2022,6/9/2022,,33.803716,-117.905419,1,rooftop,131,"E Katella Ave",Ste,10,Anaheim,CA,"Orange County",92802,US,"City of Anaheim"
"Michigan (MI) : The Mall at Partridge Creek - 13788","17410 Hall Rd Ste 174, Clinton Township MI 48038-6918",1/31/2022,6/9/2022,,42.625115,-82.944762,1,rooftop,17410,"Hall Rd",Ste,174,"Clinton Township",MI,"Macomb County",48038,US,Macomb
"Connecticut (CT) : Corbin's Corner - 7740 - West Hartford CT","1449 New Britain Ave Ste B, West Hartford CT 06110-1684",4/12/2022,6/9/2022,,41.726311,-72.759411,1,range_interpolation,1449,"New Britain Ave",Ste,B,"West Hartford",CT,"Capitol Planning Region",06110,US,"TIGER/Line® dataset from the US Census Bureau"
"Michigan (MI) : Lk Lansing & Kerry St - 58272","2624 Lake Lansing Rd, Lansing MI 48912-3621",2/8/2022,6/9/2022,,42.760367,-84.514363,1,rooftop,2624,"Lake Lansing Rd",,,Lansing,MI,"Ingham County",48912,US,Ingham
"Massachusetts (MA) : 443 Boylston Street - 830 - MA","443 Boylston St, Boston, MA 02116",4/4/2022,6/9/2022,"Closed Union Store",42.35157,-71.073023,1,rooftop,443,"Boylston St",,,Boston,MA,"Suffolk County",02116,US,"City of Boston"
"Colorado (CO) : Garden of the Gods at Centennial - 6392","4465 Centennial Blvd, Colorado Springs CO 80907-3739",4/6/2022,6/8/2022,,38.896069,-104.849759,1,rooftop,4465,"Centennial Blvd",,,"Colorado Springs",CO,"El Paso County",80907,US,"El Paso"
"New York (NY) : Upstate NY : Stuyvesant Plaza - 7335","1475 Western Ave, Albany NY 12203-3520",4/21/2022,6/7/2022,,42.682525,-73.838447,1,rooftop,1475,"Western Ave",,,Albany,NY,"Albany County",12203,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Tennessee (TN) : Poplar & Highland - 8345 - Memphis TN","3388 Poplar Ave, Memphis TN 38111-4644",1/19/2022,6/7/2022,,35.129252,-89.94916,1,rooftop,3388,"Poplar Ave",,,Memphis,TN,"Shelby County",38111,US,"City of Memphis"
"Oregon (OR) : N. Center Dr & Tomahawk Island Dr - 17747","12235 N Center Ave, Portland OR 97217-7806",3/30/2022,6/7/2022,,45.611302,-122.680163,1,rooftop,12235,"N Center Ave",,,Portland,OR,"Multnomah County",97217,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Michigan (MI) : State & Liberty - 2359","222 S State St, Ann Arbor MI 48104-2006",2/8/2022,6/7/2022,,42.279534,-83.741047,1,rooftop,222,"S State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"Illinois (IL) : 55th & Woodlawn - Hyde Park - 2827","1174 E 55th St, Chicago, IL 60615",1/14/2022,6/7/2022,,41.795266,-87.596791,1,rooftop,1174,"E 55th St",,,Chicago,IL,"Cook County",60615,US,Cook
"Michigan (MI) : Glencoe Crossing - 4585 Washtenaw - 11966","4585 Washtenaw Ave, Ann Arbor MI 48108-1278",1/31/2022,6/7/2022,,42.252278,-83.669175,1,rooftop,4585,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"Kansas (KS) : 23rd & Ousdahl - 29089","1731 W 23rd St, Lawrence, KS 66046",3/28/2022,6/7/2022,,38.942398,-95.256223,1,rooftop,1731,"W 23rd St",,,Lawrence,KS,"Douglas County",66046,US,"City of Lawrence"
"Michigan (MI) : Jackson and Zeeb - 23127","120 S Zeeb Rd Ste 101, Ann Arbor MI 48103-9179",2/8/2022,6/7/2022,,42.285205,-83.838608,1,range_interpolation,120,"S Zeeb Rd",Ste,101,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington (WA) : Capitol Blvd & Trosper St -11159 - Tumwater WA","5300 Capitol Blvd SE, Tumwater WA 98501-4421",3/28/2022,6/7/2022,,46.999408,-122.908127,1,rooftop,5300,"Capitol Blvd S",,,Tumwater,WA,"Thurston County",98501,US,Thurston
"Michigan (MI) : Ann Arbor, Main & Liberty - 8793","300 S Main St, Ann Arbor MI 48104-2108",2/8/2022,6/7/2022,"Closed Union Store",42.279408,-83.748975,1,rooftop,300,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"Washington (WA) : E. Olive Way - 3281","1600 E Olive Way, Seattle WA 98102-5613",3/29/2022,6/7/2022,"Closed Union Store",47.619397,-122.325064,1,rooftop,1600,"E Olive Way",,,Seattle,WA,"King County",98102,US,"City of Seattle"
"Minnesota (MN) : St Anthony - 37th & Silver Lake Rd - 48827","3704 Silver Lake Rd NE, Minneapolis MN 55421-4222",3/22/2022,6/6/2022,,45.037212,-93.219053,0.95,rooftop,3704,"Silver Lake Rd",,,Minneapolis,MN,"Ramsey County",55421,US,"Ramsey County"
"California (CA) : Northern California : Clares & 41st Capitola - 667","1955 41st Ave Ste A1, Capitola CA 95010-2514",3/25/2022,6/6/2022,,36.977853,-121.966951,1,rooftop,1955,"41st Ave",Ste,A1,Capitola,CA,"Santa Cruz County",95010,US,"City of Santa Cruz"
"Georgia (GA) : I-75 & Howell Mill Rd - 10903","1801 Howell Mill Rd NW, Atlanta GA 30318-0911",1/27/2022,6/6/2022,,33.803891,-84.412788,1,rooftop,1801,"Howell Mill Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"Fulton (Fulton County)"
"New York (NY) : NYNJJB : Astoria Blvd & 31st St - 22638","3018 Astoria Blvd, Astoria NY 11102-1740",3/18/2022,6/6/2022,,40.770013,-73.918397,1,rooftop,30-18,"Astoria Blvd",,,Astoria,NY,"Queens County",11102,US,"City of New York"
"Washington (WA) : 5th Ave & Pike St - 60580 - Seattle WA","425 Pike St, Seattle WA 98101-3902",1/25/2022,6/6/2022,,47.610331,-122.335697,1,rooftop,425,"Pike St",,,Seattle,WA,"King County",98101,US,"City of Seattle"
"Louisiana (LA) : 7700 Maple Street - 6285","7700 Maple St, New Orleans LA 70118-3959",4/19/2022,6/4/2022,,29.941812,-90.129724,1,rooftop,7700,"Maple St",,,"New Orleans",LA,"Orleans Parish",70118,US,"Orleans Parish"
"Texas (TX) : 45th & N. Lamar - 6328","4400 N Lamar Blvd Ste 104, Austin TX 78756-3401",3/21/2022,6/3/2022,,30.312395,-97.738862,1,rooftop,4400,"N Lamar Blvd",Ste,104,Austin,TX,"Travis County",78756,US,"Capcog (Capital Area Council of Governments)"
"Massachusetts (MA) : Westford Valley Marketplace - 9913 - MA","174 Littleton Rd, Westford MA 01886-3191",3/28/2022,6/3/2022,,42.566404,-71.422006,1,rooftop,174,"Littleton Rd",,,Westford,MA,"Middlesex County",01886,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"New York (NY) : NYNJJB : Nanuet - 11369","126 Rockland Plz, Nanuet NY 10954-2210",4/15/2022,6/3/2022,,41.098796,-74.014753,1,rooftop,126,"Rockland Plz",,,Nanuet,NY,"Rockland County",10954,US,Rockland
"Massachusetts (MA) : Worcester, East Central Street - 9986 - MA","11 E Central St, Worcester MA 01605-3674",3/28/2022,6/3/2022,,42.266898,-71.794321,1,rooftop,11,"E Central St",,,Worcester,MA,"Worcester County",01605,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : 874 Commonwealth Avenue - 7702 - MA","874 Commonwealth Ave, Boston MA 02215-1205",3/28/2022,6/3/2022,,42.350624,-71.114551,1,rooftop,874,"Commonwealth Ave",,,Boston,MA,"Norfolk County",02215,US,"City of Brookline"
"Oregon (OR) : Garden Home - Portland - 454","7315 SW Garden Home Rd, Portland OR 97223-9522",2/1/2022,6/2/2022,,45.466726,-122.751834,1,rooftop,7315,"SW Garden Home Rd",,,Portland,OR,"Washington County",97223,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Oregon (OR) : Jenkins at Cedar Hills Crossing - 54378","2933 SW Cedar Hills Blvd, Beaverton OR 97005-1342",1/31/2022,6/2/2022,,45.499208,-122.809623,1,rooftop,2933,"SW Cedar Hills Blvd",,,Beaverton,OR,"Washington County",97005,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Oregon (OR) : SW Walker Rd & Schendel - 456","16175 SW Walker Rd, Beaverton OR 97006-4940",1/31/2022,6/2/2022,,45.518316,-122.843014,1,rooftop,16175,"SW Walker Rd",,,Beaverton,OR,"Washington County",97006,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Maryland (MD) : Route 1 Bel Air Plaza - 22914","563 Baltimore Pike, Bel Air MD 21014-4319",4/6/2022,6/1/2022,,39.52751,-76.352892,1,rooftop,563,"Baltimore Pike",,,"Bel Air",MD,"Harford County",21014,US,Harford
"Maryland (MD) : Nottingham Square Shopping Center - 11916","5350 Campbell Blvd Ste A, Nottingham MD 21236-4914",4/6/2022,6/1/2022,,39.367722,-76.449615,1,rooftop,5350,"Campbell Blvd",Ste,A,Nottingham,MD,"Baltimore County",21236,US,"Baltimore (Public Domain)"
"Maryland (MD) : 50 E & Thompson Creek, Kent Island - 55069","450 Thompson Creek Mall, Stevensville MD 21666-2502",4/6/2022,6/1/2022,,38.976183,-76.312803,1,rooftop,450,"Thompson Creek Mall",,,Stevensville,MD,"Queen Anne's County",21666,US,"Queen Annes"
"Washington (WA) : 37th & Broadway - 8740 - Everett WA","3625 Broadway Ste A, Everett WA 98201-6801",1/31/2022,6/1/2022,,47.969197,-122.200934,1,rooftop,3625,Broadway,Ste,A,Everett,WA,"Snohomish County",98201,US,"Snohomish County"
"Pennsylvania (PA) : PA JB : East Carson Street - 793 - Pittsburgh PA","1400 E Carson St, Pittsburgh PA 15203-1556",4/4/2022,5/31/2022,,40.428657,-79.984034,1,rooftop,1400,"E Carson St",,,Pittsburgh,PA,"Allegheny County",15203,US,Allegheny
"Oklahoma (OK) : 23rd & Robinson - 61431","132 NW 23rd St, Oklahoma City, OK 73103",3/17/2022,5/31/2022,,35.492937,-97.515359,1,rooftop,132,"NW 23rd St",,,"Oklahoma City",OK,"Oklahoma County",73103,US,"Acog Counties (Oklahoma and Logan Counties - Association of Central Oklahoma Governments)"
"South Carolina (SC) : I-85 and Clemson Boulevard - 56069","4686 Clemson Blvd, Anderson, SC 29621",3/22/2022,5/31/2022,,34.580505,-82.715367,1,rooftop,4686,"Clemson Blvd",,,Anderson,SC,"Anderson County",29621,US,Anderson
"Washington (WA) : 2344 Eastlake - 3448 - Seattle WA","2344 Eastlake Ave E, Seattle WA 98102-3306",3/18/2022,5/27/2022,,47.641037,-122.325581,1,rooftop,2344,"Eastlake Ave E",,,Seattle,WA,"King County",98102,US,"City of Seattle"
"Washington (WA) : 505 Union Stn - 3307","505 5th Ave S, Seattle WA 98104-3891",3/16/2022,5/27/2022,"Closed Union Store",47.598654,-122.328543,1,rooftop,505,"5th Ave S",,,Seattle,WA,"King County",98104,US,"City of Seattle"
"South Carolina (SC) : Millwood Ave & Butler St - 63059","3009 Millwood Ave Ste 100, Columbia SC 29205-1873",3/16/2022,5/26/2022,,34.002226,-80.998786,1,range_interpolation,3009,"Millwood Ave",Ste,100,Columbia,SC,"Richland County",29205,US,"TIGER/Line® dataset from the US Census Bureau"
"Tennessee (TN) : Kingston Pike & Montvue - 11655","7803 Montvue Center Way, Knoxville TN 37919-5575",3/14/2022,5/26/2022,,35.925903,-84.042302,1,rooftop,7803,"Montvue Center Way",,,Knoxville,TN,"Knox County",37919,US,"Statewide TN"
"Pennsylvania (PA) : PA JB : Market Square - 784","7 Market Sq, Pittsburgh PA 15222-1813",3/23/2022,5/26/2022,,40.440277,-80.002227,1,rooftop,7,"Market Sq",,,Pittsburgh,PA,"Allegheny County",15222,US,Allegheny
"Kentucky (KY) : LaGrange and Factory - 23154","12911 Factory Ln, Louisville KY 40245-2001",3/16/2022,5/26/2022,,38.289183,-85.51081,1,rooftop,12911,"Factory Ln",,,Louisville,KY,"Jefferson County",40245,US,"Metro Louisville,  LOJIC partners"
"Alabama (AL) : 20th Street and 3rd Ave. - 23642","308 20th St S Ste 100, Birmingham AL 35233-2091",4/15/2022,5/26/2022,,33.509519,-86.802902,1,rooftop,308,"20th St S",Ste,100,Birmingham,AL,"Jefferson County",35233,US,Jefferson
"Pennsylvania (PA) : PJB PA : 20th & Market - 8846 - Philadelphia PA","1900 Market St, Philadelphia PA 19103-3527",2/4/2022,5/25/2022,,39.953095,-75.172449,1,rooftop,1900,"Market St",,,Philadelphia,PA,"Philadelphia County",19103,US,Philadelphia
"Pennsylvania (PA) : PJB PA : Penn Medicine Perelman Center - 25384","3400 Civic Center Blvd, Philadelphia PA 19104-5127",3/7/2022,5/25/2022,,39.947594,-75.192527,1,rooftop,3400,"Civic Center Blvd",,,Philadelphia,PA,"Philadelphia County",19104,US,Philadelphia
"Illinois (IL) : Ridge & Clark - 47361","5964 N Ridge Ave, Chicago, IL 60660",4/12/2022,5/25/2022,,41.989961,-87.6711,1,rooftop,5964,"N Ridge Ave",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
"Pennsylvania (PA) : PJB PA : Philadelphia PA - 34th & Walnut - 775","3401 Walnut St, Philadelphia PA 19104-6228",2/4/2022,5/25/2022,,39.953214,-75.192813,0.99,rooftop,3401-39,"Walnut St",,,Philadelphia,PA,"Philadelphia County",19104,US,Philadelphia
"Florida (FL) : 1703 W Tennessee - 8804","1703 W Tennessee St, Tallahassee FL 32304-3436",2/16/2022,5/25/2022,,30.448699,-84.3097,1,rooftop,1703,"W Tennessee St",,,Tallahassee,FL,"Leon County",32304,US,Leon
"Pennsylvania (PA) : PJB PA : 9th & South - 9536 - Philadelphia PA","600 S 9th St, Philadelphia PA 19147-2018",1/28/2022,5/25/2022,,39.942507,-75.157377,0.99,rooftop,600-2,"S 9th St",,,Philadelphia,PA,"Philadelphia County",19147,US,Philadelphia
"Ohio (OH) : 88 East Broad - 2367","88 E Broad St, Columbus OH 43215-3506",3/22/2022,5/24/2022,,39.96276,-82.998205,1,rooftop,88,"E Broad St",,,Columbus,OH,"Franklin County",43215,US,"City of Columbus"
"Oregon (OR) : Westmoreland - 413","7001 SE Milwaukie Ave, Portland OR 97202-5718",3/18/2022,5/24/2022,,45.473622,-122.648883,1,rooftop,7001,"SE Milwaukie Ave",,,Portland,OR,"Multnomah County",97202,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Missouri (MO) : E. 39th and Arrowhead - 2442","18710 E 39th St S, Independence MO 64057-1709",3/10/2022,5/24/2022,,39.048551,-94.359918,1,rooftop,18710,"E 39th St S",,,Independence,MO,"Jackson County",64057,US,Jackson
"Ohio (OH) : West Sixth Street - 2390","1374 W 6th St, Cleveland OH 44113-1308",1/10/2022,5/24/2022,,41.499029,-81.698149,1,range_interpolation,1374,"W 6th St",,,Cleveland,OH,"Cuyahoga County",44113,US,"TIGER/Line® dataset from the US Census Bureau"
"Virginia (VA) : Leesburg Plaza - 7423","526 E Market St, Leesburg VA 20176-4112",3/14/2022,5/23/2022,,39.10922,-77.552155,1,rooftop,526,"E Market St",,,Leesburg,VA,"Loudoun County",20176,US,Loudoun
"New York (NY) : Upstate NY : Williamsville Place - 7938","5395 Sheridan Dr # 5495, Amherst NY 14221-3600",3/14/2022,5/23/2022,,42.977393,-78.733059,1,rooftop,5395,"Sheridan Dr",,5495,Buffalo,NY,"Erie County",14221,US,Erie
"California (CA) : Southern California : 2nd & Central - 6557","138 S Central Ave, Los Angeles CA 90012-3913",3/15/2022,5/23/2022,,34.04826,-118.23908,1,rooftop,138,"S Central Ave",,,"Los Angeles",CA,"Los Angeles County",90012,US,"City of Los Angeles (CC0 1.0)"
"Illinois (IL) : W. Bryn Mawr & Winthrop - Edgewater - 2445","1070 W Bryn Mawr Ave, Chicago IL 60660-4630",4/7/2022,5/22/2022,"Closed Union Store",41.983815,-87.657473,1,range_interpolation,1070,"W Bryn Mawr Ave",,,Chicago,IL,"Cook County",60660,US,"TIGER/Line® dataset from the US Census Bureau"
"Maryland (MD) : 16806 Georgia Ave - Olney - 9835","16806 Georgia Ave, Olney MD 20832-2419",4/6/2022,5/20/2022,,39.132145,-77.07134,1,rooftop,16806,"Georgia Ave",,,Olney,MD,"Montgomery County",20832,US,Montgomery
"Colorado (CO) : 16th & Tremont - 5640","303 16th St Ste 100, Denver CO 80202-5657",3/10/2022,5/19/2022,,39.742805,-104.988776,1,rooftop,303,"16th St",Ste,100,Denver,CO,"Denver County",80202,US,"Denver (City of Denver Open Data Catalog)"
"Virginia (VA) : Oyster Point Shoppes - 9316","340 Oyster Point Rd, Newport News VA 23602-7174",4/12/2022,5/19/2022,,37.10496,-76.508628,1,rooftop,340,"Oyster Point Rd",,,"Newport News",VA,"Newport News City",23602,US,"City of Newport News"
